id,user_id,amount,transaction_date
63,4059,324.49,30/07/2024
64,9765,135.04,02/07/2024
65,5808,136.82,31/03/2024
66,6079,497.22,13/09/2024
67,8324,465.97,27/06/2024
68,3269,156.95,01/01/2024
69,4799,99.73,20/09/2024
70,2852,253.63,03/06/2024
71,4610,349.2,24/08/2024
72,5638,321.07,10/02/2024
73,3636,299.06,14/04/2024
74,2064,254.48,04/03/2024
75,3362,335.85,16/09/2024
76,3288,397.49,25/04/2024
77,4027,347.81,29/07/2024
78,7493,103.07,11/09/2024
79,9367,219.95,01/08/2024
80,8953,299.16,03/04/2024
81,1594,458.35,07/03/2024
82,5773,208.97,24/02/2024
83,5483,88.55,27/06/2024
84,7036,221.29,18/07/2024
85,1787,156.42,16/09/2024
86,3896,353.14,14/05/2024
87,8747,366.92,17/07/2024
88,9686,222.35,27/03/2024
89,7121,319.35,24/06/2024
90,9304,463.85,20/04/2024
91,8050,217.88,11/06/2024
92,7537,408.34,14/06/2024
93,4901,20.76,06/05/2024
94,7407,40.54,08/05/2024
95,1766,151.09,05/05/2024
96,8670,438.16,24/02/2024
97,7235,337.78,16/07/2024
98,3356,267.2,12/04/2024
99,654,494.37,24/07/2024
100,5039,280.69,16/06/2024
101,6744,476.44,04/03/2024
102,6361,448.19,31/07/2024
103,9562,245.08,05/05/2024
104,4139,28.75,12/05/2024
105,5343,221.41,31/07/2024
106,2973,312.4,05/08/2024
107,9342,339.39,31/08/2024
108,959,483.05,01/05/2024
109,5010,365.45,25/07/2024
110,3132,458.79,21/06/2024
111,93,242.61,21/01/2024
112,7379,431.43,31/08/2024
113,5422,375,03/07/2024
114,2040,243.78,03/02/2024
115,9312,100.18,29/01/2024
116,5667,299.97,27/01/2024
117,5672,450.08,27/02/2024
118,4230,387.29,03/08/2024
119,7153,423.87,10/03/2024
120,8381,12.97,19/02/2024
121,6711,114.9,17/02/2024
122,4423,138.62,18/03/2024
123,7602,64.46,11/09/2024
124,7833,498.69,06/02/2024
125,6250,255.62,18/04/2024
126,1617,36.81,16/09/2024
127,533,247.57,07/08/2024
128,4244,105.7,30/03/2024
129,4342,178.42,13/06/2024
130,8311,285.16,12/01/2024
131,4332,422.98,23/01/2024
132,6412,364.61,11/05/2024
133,741,49.83,09/03/2024
134,220,134.59,20/08/2024
135,4846,149.46,08/09/2024
136,2197,270.78,24/08/2024
137,5424,450.52,06/09/2024
138,1612,114.09,23/02/2024
139,6703,118.27,18/05/2024
140,2730,475.94,28/04/2024
141,4496,315.25,06/03/2024
142,7417,199.74,05/08/2024
143,9161,301.39,21/04/2024
144,9357,258.52,24/03/2024
145,1428,36.65,09/06/2024
146,7475,57.45,31/08/2024
147,7515,17.47,12/08/2024
148,3672,435.58,15/08/2024
149,3280,489.22,28/08/2024
150,9125,132.79,04/05/2024
151,1634,185.34,03/05/2024
152,6964,10.79,18/01/2024
153,7248,52.21,07/05/2024
154,2506,93.54,15/08/2024
155,3066,426.48,22/04/2024
156,1335,382.4,14/04/2024
157,5865,492.98,25/04/2024
158,3710,368.47,21/05/2024
159,2275,311.6,17/02/2024
160,7560,352.88,12/05/2024
161,5856,287.96,27/06/2024
162,3235,131.66,09/05/2024
163,3622,247.44,26/06/2024
164,2725,413.6,30/06/2024
165,9728,298.11,04/06/2024
166,4185,182.81,06/04/2024
167,3711,360.44,24/05/2024
168,2151,497.11,22/04/2024
169,1671,276.39,06/02/2024
170,3268,191.93,07/02/2024
171,7245,131.09,15/05/2024
172,1550,63.55,19/08/2024
173,2797,88.44,13/08/2024
174,8929,31.58,04/04/2024
175,5687,140.01,03/04/2024
176,9559,236.78,06/05/2024
177,850,190.62,17/06/2024
178,6671,268.57,14/08/2024
179,2576,169.18,27/06/2024
180,108,272.46,31/05/2024
181,3110,477.81,26/05/2024
182,9930,110.08,03/08/2024
183,5125,121.22,27/05/2024
184,7851,461.55,16/03/2024
185,3836,85.69,18/07/2024
186,4837,267,11/06/2024
187,5563,255.55,17/08/2024
188,4942,20.79,05/03/2024
189,7882,35.53,18/08/2024
190,1001,369.74,12/05/2024
191,6186,409.8,03/07/2024
192,2378,317.56,26/03/2024
193,9667,272.31,04/07/2024
194,8497,108.28,27/06/2024
195,441,469.18,06/07/2024
196,6234,331.35,22/07/2024
197,3374,144.98,02/06/2024
198,5545,364.51,15/01/2024
199,8640,196.14,30/07/2024
200,8839,289.12,08/04/2024
201,3074,86.86,21/08/2024
202,2861,332.93,23/01/2024
203,9247,79.75,04/06/2024
204,3391,455,01/05/2024
205,6525,243.11,23/02/2024
206,5004,395.71,02/03/2024
207,6897,396.34,28/06/2024
208,556,258.92,20/01/2024
209,7749,373,01/07/2024
210,9238,375,25/06/2024
211,9422,324.02,07/05/2024
212,3228,80.64,08/07/2024
213,7984,352.07,08/05/2024
214,2142,157.07,09/08/2024
215,5259,453.77,31/01/2024
216,3029,76.28,06/08/2024
217,9005,84.02,14/02/2024
218,2230,46.85,09/01/2024
219,4434,336.7,11/09/2024
220,3414,494.09,19/06/2024
221,7346,400.04,12/04/2024
222,7791,477.19,23/04/2024
223,1706,334.32,14/03/2024
224,4545,380.02,26/04/2024
225,9799,438.68,21/03/2024
226,3240,262,24/06/2024
227,1824,85.51,04/06/2024
228,1929,376.16,02/07/2024
229,2649,150.72,20/04/2024
230,7040,278.91,05/01/2024
231,3615,212.2,18/04/2024
232,676,354.7,01/04/2024
233,4198,284.63,12/07/2024
234,8273,284.6,20/07/2024
235,8793,83.6,21/05/2024
236,3784,356.61,22/05/2024
237,8385,300.38,13/04/2024
238,6608,249.14,23/08/2024
239,2794,356.2,13/04/2024
240,5482,347.63,28/01/2024
241,2247,411.61,17/05/2024
242,2814,335.65,17/03/2024
243,2496,462.93,10/04/2024
244,3969,212.54,21/09/2024
245,6310,327.35,06/04/2024
246,5022,27.29,12/06/2024
247,7096,360.52,24/03/2024
248,9209,212.9,25/01/2024
249,7658,395.28,09/04/2024
250,6139,246.72,01/03/2024
251,141,135.83,14/08/2024
252,8824,231.58,25/07/2024
253,5235,241.16,23/01/2024
254,6386,84.06,08/03/2024
255,7770,341.55,17/02/2024
256,5866,263.91,14/08/2024
257,3033,434.65,07/08/2024
258,6563,434.61,27/02/2024
259,6302,97.32,03/03/2024
260,1207,457.98,01/02/2024
261,8617,319.65,10/07/2024
262,2225,481.18,18/07/2024
263,3394,40.82,29/05/2024
264,7579,433.33,20/03/2024
265,4619,401.07,30/06/2024
266,9920,493.9,08/06/2024
267,8381,380.16,26/06/2024
268,5695,30.93,09/06/2024
269,6688,353.93,06/02/2024
270,2186,70.89,02/05/2024
271,9248,396.98,25/03/2024
272,3088,119.26,06/02/2024
273,5010,84.92,09/03/2024
274,7559,177.19,18/06/2024
275,9376,293.77,04/02/2024
276,7702,243.85,31/08/2024
277,1574,227.52,29/06/2024
278,3928,302.43,19/06/2024
279,7666,75.32,14/08/2024
280,7999,431.34,02/02/2024
281,7555,252.69,23/04/2024
282,4581,361.56,26/06/2024
283,229,7.45,27/08/2024
284,5646,361.6,08/03/2024
285,6571,196.99,05/05/2024
286,1038,200.66,12/02/2024
287,5622,221.79,29/05/2024
288,5508,224.67,06/01/2024
289,807,7.06,20/05/2024
290,2196,402.4,18/05/2024
291,1821,45.12,14/07/2024
292,6728,235.68,25/08/2024
293,349,320.5,28/02/2024
294,8193,186.31,30/06/2024
295,6903,288.25,29/04/2024
296,5036,83.51,28/04/2024
297,616,188.95,02/04/2024
298,9679,140.26,11/03/2024
299,5476,46.11,18/05/2024
300,724,199.53,07/07/2024
301,411,193.25,05/04/2024
302,1635,235.01,02/06/2024
303,1171,49.57,05/09/2024
304,7867,98.17,10/02/2024
305,6544,498.07,15/05/2024
306,9673,169.11,26/01/2024
307,2968,30.52,15/08/2024
308,7236,336.81,14/05/2024
309,5071,305.75,19/06/2024
310,5271,456.17,07/07/2024
311,6936,210.83,13/01/2024
312,6838,59.8,14/04/2024
313,3639,64.43,26/07/2024
314,4256,258.22,03/02/2024
315,3627,175.34,06/01/2024
316,654,97.95,11/02/2024
317,8678,186.23,29/05/2024
318,3993,228.98,29/04/2024
319,6321,477.22,13/03/2024
320,8137,293.1,12/06/2024
321,93,480.77,14/02/2024
322,795,345.5,08/04/2024
323,7281,124.24,14/03/2024
324,7588,365.59,02/08/2024
325,7645,309.17,28/08/2024
326,2337,126.26,11/06/2024
327,1157,45.04,21/02/2024
328,2983,75.61,28/07/2024
329,6860,77.66,26/02/2024
330,534,129.01,01/03/2024
331,8460,192.27,02/04/2024
332,7381,274.12,22/02/2024
333,1743,366.71,04/08/2024
334,966,359.09,29/03/2024
335,2957,419.22,17/05/2024
336,1275,334.07,05/04/2024
337,2037,493.62,11/01/2024
338,6517,300.86,22/04/2024
339,9583,193.56,10/07/2024
340,8166,481.37,10/07/2024
341,6817,114.99,31/07/2024
342,6354,478.35,01/02/2024
343,8096,176.6,20/03/2024
344,1553,51.67,13/09/2024
345,743,312.65,04/05/2024
346,2489,201.95,27/06/2024
347,1483,106.91,31/01/2024
348,6408,189.38,18/01/2024
349,6876,432.79,04/02/2024
350,8695,56.54,29/06/2024
351,7149,129.24,17/07/2024
352,2215,432.2,20/07/2024
353,9482,389.07,13/08/2024
354,683,272.74,07/06/2024
355,2970,268.96,20/09/2024
356,1928,45.78,23/07/2024
357,318,481.65,23/05/2024
358,6342,186.88,09/03/2024
359,7641,32.71,09/05/2024
360,4426,293.31,04/02/2024
361,1943,423.44,12/05/2024
362,2263,79.26,30/05/2024
363,13,170.9,08/09/2024
364,3802,23.81,20/08/2024
365,4462,275.63,15/02/2024
366,4961,41.83,07/01/2024
367,6896,54.28,26/06/2024
368,3376,189.33,30/08/2024
369,4447,189.95,21/02/2024
370,2987,270.93,13/06/2024
371,734,388.02,06/08/2024
372,2242,54.15,16/02/2024
373,9456,148,22/05/2024
374,4790,149.33,27/04/2024
375,4846,75.54,21/02/2024
376,3447,9.51,12/08/2024
377,4323,84.7,21/08/2024
378,6786,283.25,21/01/2024
379,9713,109.72,17/07/2024
380,8562,54.06,25/04/2024
381,5890,141.8,23/03/2024
382,9686,44.64,16/01/2024
383,6983,146.4,13/08/2024
384,7292,487,06/09/2024
385,9896,276.72,04/09/2024
386,1515,498.77,08/06/2024
387,9014,494.56,11/07/2024
388,5688,405.33,16/04/2024
389,4279,268.61,11/06/2024
390,5320,492.25,08/04/2024
391,5532,293.82,02/08/2024
392,8327,78.62,17/04/2024
393,7021,289.5,12/08/2024
394,2331,325.82,14/04/2024
395,8600,266.84,13/04/2024
396,8578,401.35,17/05/2024
397,4541,266.64,17/08/2024
398,8292,172.6,25/02/2024
399,9204,44.93,30/03/2024
400,8388,462.01,10/09/2024
401,9259,321.66,22/01/2024
402,4002,361.67,09/02/2024
403,1761,257.41,07/03/2024
404,6369,277.76,15/01/2024
405,9509,176.24,21/09/2024
406,2785,335.08,08/04/2024
407,8009,169.45,21/04/2024
408,4862,16.09,06/02/2024
409,3776,287.5,06/04/2024
410,1623,339.84,16/08/2024
411,1906,328.44,07/03/2024
412,3017,400.26,03/05/2024
413,7233,267.21,10/07/2024
414,7454,164.91,25/04/2024
415,6303,53.93,21/07/2024
416,1323,494.39,24/06/2024
417,2056,112.39,24/05/2024
418,5310,225.79,09/08/2024
419,2216,22.51,21/05/2024
420,389,194.94,08/03/2024
421,6761,68.42,11/06/2024
422,2763,249.81,18/01/2024
423,5439,428.37,23/06/2024
424,3241,360.65,19/08/2024
425,6203,461.58,27/06/2024
426,1739,249.85,27/02/2024
427,7422,423.87,02/07/2024
428,75,256.68,01/02/2024
429,3423,249.28,11/06/2024
430,1885,249.51,17/04/2024
431,6407,431.15,30/01/2024
432,823,477.4,22/08/2024
433,1805,263.96,18/04/2024
434,8023,369.43,10/03/2024
435,2612,123.66,06/05/2024
436,1152,217.34,08/02/2024
437,6269,365.05,06/02/2024
438,6953,365.39,26/07/2024
439,3365,138.62,10/06/2024
440,8364,260.11,23/06/2024
441,9621,260.57,20/01/2024
442,5106,391.06,30/05/2024
443,2165,179.95,10/02/2024
444,5615,221.34,22/06/2024
445,3421,494.73,29/04/2024
446,9530,322.06,14/06/2024
447,8442,284.86,14/03/2024
448,2072,91.34,11/03/2024
449,9650,473.76,03/05/2024
450,6267,205.14,26/08/2024
451,2713,104.49,16/09/2024
452,4891,51.88,05/08/2024
453,7795,124.88,03/05/2024
454,3907,197.46,14/04/2024
455,3872,16.34,01/05/2024
456,871,108.05,08/06/2024
457,8734,466.68,17/04/2024
458,1489,456.68,21/03/2024
459,1912,351.97,12/06/2024
460,2919,463.49,17/05/2024
461,222,40.36,20/05/2024
462,1524,316.47,10/01/2024
463,2608,285.36,31/03/2024
464,6305,115.29,20/02/2024
465,1396,41.5,13/08/2024
466,8535,95.38,27/01/2024
467,425,454.33,27/02/2024
468,92,292.75,09/04/2024
469,3041,164.42,10/08/2024
470,2549,173.81,29/06/2024
471,5281,383.71,13/05/2024
472,4864,467.98,03/07/2024
473,7107,414.51,13/01/2024
474,2739,469.7,03/02/2024
475,50,76.47,11/05/2024
476,5002,311.37,26/08/2024
477,3522,354.45,21/04/2024
478,460,186.99,09/02/2024
479,6929,473.01,02/02/2024
480,3718,257.36,17/03/2024
481,2940,420.29,28/01/2024
482,4116,281.02,30/07/2024
483,4966,339.97,11/05/2024
484,7449,54.6,14/09/2024
485,8662,71.8,06/09/2024
486,3680,92.09,28/01/2024
487,2948,430.74,19/01/2024
488,2241,367.13,30/06/2024
489,9672,475.82,30/04/2024
490,4915,71.97,13/04/2024
491,6200,354.36,25/05/2024
492,7731,499.89,14/07/2024
493,6736,250.35,08/07/2024
494,9023,284.5,24/08/2024
495,7516,153.06,06/02/2024
496,8487,229.5,02/05/2024
497,4916,408.46,19/06/2024
498,2490,324.49,04/08/2024
499,8305,228.51,15/01/2024
500,1937,85.21,31/01/2024
501,353,298.99,18/07/2024
502,3576,153.61,18/03/2024
503,8680,108.99,19/07/2024
504,4861,368.87,15/06/2024
505,6303,224.61,29/03/2024
506,9147,370.72,06/07/2024
507,7639,118.53,28/08/2024
508,7879,371.84,02/03/2024
509,3411,291.02,26/04/2024
510,2336,240.25,07/02/2024
511,1007,301.05,03/02/2024
512,1766,341.68,02/06/2024
513,7067,392.45,30/08/2024
514,4822,254.79,11/06/2024
515,732,385.54,22/05/2024
516,1203,276.94,05/04/2024
517,7669,318.65,10/09/2024
518,7476,277.06,01/04/2024
519,9046,165.4,14/09/2024
520,9033,63.96,12/02/2024
521,3623,276.37,20/06/2024
522,2635,477.27,21/05/2024
523,6049,313.85,02/01/2024
524,9076,92.19,04/06/2024
525,7268,368.76,16/09/2024
526,5837,316.24,07/09/2024
527,2144,255.85,24/08/2024
528,9973,39.41,08/06/2024
529,9152,391.47,24/06/2024
530,5361,134.42,08/02/2024
531,9778,96.61,21/01/2024
532,4392,288.8,22/05/2024
533,8098,324.9,27/05/2024
534,9695,142.91,22/07/2024
535,8656,416.12,11/04/2024
536,9994,274.62,17/08/2024
537,8905,278.02,22/01/2024
538,4239,374.79,18/05/2024
539,8124,26.99,19/03/2024
540,5691,228.57,17/06/2024
541,5012,115.46,28/08/2024
542,8151,342.67,05/06/2024
543,2385,493.12,02/05/2024
544,6947,189.01,31/05/2024
545,59,229.18,10/08/2024
546,7906,73.47,07/09/2024
547,8414,177.45,08/06/2024
548,1546,233.66,23/05/2024
549,3812,384.04,13/08/2024
550,3618,283.81,23/02/2024
551,7058,135.17,09/05/2024
552,8929,378.75,25/02/2024
553,3639,467.53,30/08/2024
554,7216,54.15,09/03/2024
555,331,179.14,30/06/2024
556,3468,454.29,14/01/2024
557,9891,489.38,14/07/2024
558,4620,480.8,25/05/2024
559,9628,192.22,17/01/2024
560,5137,312.94,02/02/2024
561,4228,172.87,07/01/2024
562,6165,163.92,14/02/2024
563,3332,52.46,17/05/2024
564,9431,420.22,02/01/2024
565,7639,448.3,06/01/2024
566,8761,239.58,21/08/2024
567,5657,373.72,25/01/2024
568,5325,388.69,29/02/2024
569,6519,358.89,14/04/2024
570,3642,239.7,07/09/2024
571,6483,144.2,27/04/2024
572,3325,185.77,15/03/2024
573,2553,402.61,26/08/2024
574,490,34.2,13/08/2024
575,5438,119.41,06/01/2024
576,7658,12.16,29/08/2024
577,655,346.22,21/04/2024
578,5420,275.09,03/04/2024
579,3759,330.54,15/01/2024
580,726,484.84,17/07/2024
581,2462,121.26,25/03/2024
582,5696,212.6,08/01/2024
583,4890,473.13,14/09/2024
584,7657,325.4,27/01/2024
585,6938,118.56,07/09/2024
586,7679,43.69,11/04/2024
587,3459,85.14,29/04/2024
588,6305,251.26,06/02/2024
589,6707,485.02,21/03/2024
590,9052,221.7,07/06/2024
591,1790,238.39,21/01/2024
592,6155,148.37,31/01/2024
593,6041,487.11,02/03/2024
594,7556,410.62,05/02/2024
595,8401,250.63,11/09/2024
596,2909,175.3,16/07/2024
597,5623,75.61,09/06/2024
598,3333,374.42,24/08/2024
599,5573,186.57,27/05/2024
600,893,148.73,07/02/2024
601,4721,145.95,21/08/2024
602,3974,196.37,01/02/2024
603,2471,54.1,20/03/2024
604,3041,137.22,08/01/2024
605,8289,59.33,21/05/2024
606,717,176.41,02/05/2024
607,1581,8.57,29/08/2024
608,4075,142.78,26/02/2024
609,8659,114.43,03/02/2024
610,4625,134.46,14/03/2024
611,9253,90.06,17/09/2024
612,3629,75.92,14/03/2024
613,2695,437.89,19/06/2024
614,8432,314.89,20/07/2024
615,6586,195.8,07/09/2024
616,3263,284.33,13/02/2024
617,7091,23.96,29/02/2024
618,9986,368.16,24/04/2024
619,7973,134.93,03/09/2024
620,2810,12.2,31/01/2024
621,3840,399.96,05/02/2024
622,9682,360.87,05/09/2024
623,7360,302.52,02/07/2024
624,8934,446.47,15/07/2024
625,3747,130.43,20/07/2024
626,2721,493.85,01/05/2024
627,6953,268.25,16/01/2024
628,62,126.68,14/05/2024
629,8267,201.62,22/04/2024
630,234,363.29,15/04/2024
631,729,185.85,16/01/2024
632,5538,443.28,13/01/2024
633,5315,132.69,22/09/2024
634,9070,76.13,19/06/2024
635,8865,370.36,23/08/2024
636,2638,67.01,07/03/2024
637,9491,238.01,10/04/2024
638,9403,311.54,18/02/2024
639,7477,176.45,18/02/2024
640,117,311.2,19/04/2024
641,6584,64.36,23/02/2024
642,7002,148.37,18/02/2024
643,2128,389.04,12/08/2024
644,9249,153.43,28/05/2024
645,238,321.78,12/05/2024
646,725,209.52,02/09/2024
647,410,47.76,07/08/2024
648,7759,191.41,11/01/2024
649,7817,115.57,15/07/2024
650,1342,412.84,18/07/2024
651,1203,9.84,01/04/2024
652,2389,420.06,07/01/2024
653,8696,298.12,30/05/2024
654,4679,37.16,05/09/2024
655,884,331.93,03/08/2024
656,365,475.13,26/07/2024
657,1174,213.67,11/05/2024
658,8021,185.64,25/04/2024
659,7585,290.68,04/08/2024
660,7753,98.03,10/01/2024
661,9694,390.78,05/08/2024
662,7473,461.92,20/03/2024
663,4723,486.88,21/03/2024
664,1775,404.26,02/01/2024
665,8651,28.17,28/08/2024
666,3511,57.2,28/08/2024
667,8008,474.84,08/04/2024
668,3815,309.28,14/06/2024
669,7342,256.13,23/07/2024
670,8592,99.88,14/06/2024
671,386,115.43,21/03/2024
672,9244,483.15,11/09/2024
673,6279,102.18,15/08/2024
674,3555,441.24,05/06/2024
675,4936,25.3,05/06/2024
676,9503,198.98,20/05/2024
677,9095,330.2,20/01/2024
678,831,367.15,25/01/2024
679,8055,301.98,16/03/2024
680,462,140.21,09/07/2024
681,2945,11.38,17/05/2024
682,539,310.53,13/06/2024
683,1325,60.55,18/05/2024
684,9559,408.95,29/01/2024
685,5871,61.73,30/04/2024
686,2288,418.64,21/09/2024
687,8972,262.91,22/08/2024
688,9634,293.94,20/01/2024
689,2887,401.56,06/02/2024
690,5774,201.78,01/07/2024
691,4255,346.75,31/08/2024
692,1294,45.03,04/09/2024
693,6818,191.62,26/05/2024
694,8599,196.44,29/07/2024
695,8755,421.3,06/02/2024
696,7249,428.23,02/09/2024
697,6864,339.95,06/08/2024
698,4458,226.21,04/03/2024
699,1926,324.62,21/03/2024
700,9933,463.51,10/07/2024
701,8642,72.75,18/01/2024
702,1853,299.83,11/07/2024
703,1697,314.67,13/05/2024
704,3801,108.73,02/04/2024
705,6522,333.97,01/07/2024
706,3629,485.12,16/04/2024
707,8623,100.11,21/08/2024
708,2639,413.81,09/09/2024
709,2043,84.83,16/07/2024
710,7677,328.76,01/09/2024
711,137,136.51,19/09/2024
712,5959,321.11,10/09/2024
713,1462,297.57,22/01/2024
714,1849,319.51,28/06/2024
715,8511,429.78,01/08/2024
716,3813,229.94,17/03/2024
717,3963,193.87,27/04/2024
718,8168,83.51,25/03/2024
719,6493,472.37,24/04/2024
720,491,32.99,01/06/2024
721,1206,109.99,10/01/2024
722,7818,488.66,17/03/2024
723,901,163.71,11/02/2024
724,5315,121.1,15/05/2024
725,3849,111.7,05/01/2024
726,3641,169.85,17/04/2024
727,5953,84.89,07/02/2024
728,145,254.3,22/05/2024
729,3909,94.56,21/01/2024
730,6426,297.88,07/03/2024
731,3538,416.01,09/09/2024
732,1817,196.54,02/02/2024
733,1758,9.6,05/03/2024
734,8938,410.46,12/07/2024
735,666,257.84,10/04/2024
736,8357,263.8,05/06/2024
737,4138,183.35,19/05/2024
738,4846,33.35,01/08/2024
739,8378,320.42,17/07/2024
740,6489,170.92,10/08/2024
741,4935,139.9,13/05/2024
742,8649,14.47,13/03/2024
743,1995,481.31,17/02/2024
744,909,416.72,27/06/2024
745,2696,11.32,14/01/2024
746,8125,140,05/02/2024
747,5105,193.44,02/05/2024
748,9502,84.75,15/09/2024
749,7737,61.86,08/02/2024
750,4979,368.05,30/01/2024
751,2726,458.98,30/08/2024
752,3461,257.23,29/07/2024
753,701,362,06/04/2024
754,6259,389.05,29/04/2024
755,5570,313.74,20/01/2024
756,3630,324.76,14/05/2024
757,5001,115.64,03/03/2024
758,7170,201.39,02/07/2024
759,8434,440.15,18/02/2024
760,2500,353.63,26/02/2024
761,8144,26.01,01/04/2024
762,1907,234.42,16/06/2024
763,4045,180.34,08/04/2024
764,1023,440.52,26/01/2024
765,5882,428.72,31/08/2024
766,6759,269.16,21/04/2024
767,5257,28.03,02/08/2024
768,6480,164.81,25/02/2024
769,8014,191.51,26/01/2024
770,5015,386.42,13/04/2024
771,1500,351.84,18/05/2024
772,2964,416.87,12/05/2024
773,7740,205.92,01/08/2024
774,2653,46.13,04/01/2024
775,3536,248.36,05/04/2024
776,7648,274.18,21/07/2024
777,7877,355.02,25/08/2024
778,7448,474.08,11/07/2024
779,9157,374.27,24/06/2024
780,4650,482.05,15/05/2024
781,4597,167.28,24/08/2024
782,1755,491.84,28/08/2024
783,8489,350.29,26/06/2024
784,6085,44.11,07/07/2024
785,1950,305.49,09/07/2024
786,8194,149.92,18/03/2024
787,8226,349.12,27/04/2024
788,9842,296.68,17/06/2024
789,9163,77.21,16/03/2024
790,3536,149.48,07/06/2024
791,7297,70.34,09/09/2024
792,570,163.33,19/06/2024
793,1777,39.02,28/07/2024
794,9779,365.54,09/09/2024
795,2919,250.75,05/07/2024
796,7349,360.04,06/01/2024
797,5059,160.54,27/05/2024
798,3654,331.63,27/06/2024
799,1688,438.27,12/01/2024
800,8701,485.78,03/02/2024
801,2166,411.79,07/01/2024
802,7582,470.45,15/06/2024
803,8101,178.89,03/02/2024
804,2997,481.65,31/01/2024
805,3439,446.66,31/01/2024
806,3009,489.94,25/08/2024
807,3245,397.7,30/06/2024
808,9125,262.18,08/06/2024
809,4504,77.84,07/01/2024
810,3305,406.74,11/03/2024
811,7010,49.37,02/02/2024
812,3556,296.07,24/04/2024
813,4424,209.08,06/05/2024
814,570,359.68,12/06/2024
815,867,382.76,30/03/2024
816,1058,285.3,02/09/2024
817,422,446.69,04/05/2024
818,2847,140.78,09/07/2024
819,5028,185.77,30/05/2024
820,2748,235.35,24/07/2024
821,9170,175.97,23/04/2024
822,635,394.09,19/02/2024
823,3735,287.07,08/09/2024
824,1967,244.87,11/05/2024
825,9858,419.52,15/06/2024
826,4975,361.44,22/03/2024
827,10000,126.18,22/09/2024
828,2498,333.4,07/04/2024
829,1415,409.54,06/09/2024
830,7517,63.27,02/05/2024
831,6467,112.64,22/01/2024
832,7378,395.91,13/02/2024
833,3075,24.29,18/07/2024
834,553,86.45,28/08/2024
835,2489,328.61,14/08/2024
836,7491,320.38,11/09/2024
837,3818,406.97,20/09/2024
838,2787,231.37,10/06/2024
839,5355,475.77,10/01/2024
840,5734,62.24,03/04/2024
841,8563,369.93,07/07/2024
842,4564,492.07,11/08/2024
843,4525,11.58,09/04/2024
844,7225,191.32,10/03/2024
845,253,54.56,01/07/2024
846,1623,222.07,18/01/2024
847,6050,22.72,22/06/2024
848,401,39.88,26/03/2024
849,1421,118.87,25/04/2024
850,5391,244.32,26/04/2024
851,6864,471.51,28/01/2024
852,5377,321.32,07/09/2024
853,6370,32.23,30/05/2024
854,2338,386.2,11/05/2024
855,4685,276.63,12/01/2024
856,528,267.59,04/08/2024
857,3935,211.26,24/06/2024
858,8206,101.8,28/07/2024
859,2776,416.26,20/06/2024
860,6822,438.07,21/03/2024
861,7207,335.69,16/05/2024
862,2760,149.54,06/03/2024
863,2212,206.47,23/07/2024
864,9018,481.1,12/04/2024
865,4175,91.44,15/02/2024
866,41,7.2,29/03/2024
867,3191,443.13,19/02/2024
868,4378,293.74,22/06/2024
869,2872,383.01,02/08/2024
870,8146,176.3,08/09/2024
871,4155,216.22,02/01/2024
872,9880,319.61,04/05/2024
873,7141,432.56,11/02/2024
874,5312,131.13,12/04/2024
875,5252,287.05,13/03/2024
876,5218,280.96,22/01/2024
877,5252,429.73,26/05/2024
878,8199,498.64,09/06/2024
879,983,14.45,04/08/2024
