transaction_id,user_id,amount,transaction_date
67,8324,465.97,2024-06-27
68,3269,156.95,2024-01-01
69,4799,99.73,2024-09-20
70,2852,253.63,2024-06-03
71,4610,349.2,2024-08-24
72,5638,321.07,2024-02-10
73,3636,299.06,2024-04-14
74,2064,254.48,2024-03-04
75,3362,335.85,2024-09-16
76,3288,397.49,2024-04-25
77,4027,347.81,2024-07-29
78,7493,103.07,2024-09-11
79,9367,219.95,2024-08-01
80,8953,299.16,2024-04-03
81,1594,458.35,2024-03-07
82,5773,208.97,2024-02-24
83,5483,88.55,2024-06-27
84,7036,221.29,2024-07-18
85,1787,156.42,2024-09-16
86,3896,353.14,2024-05-14
87,8747,366.92,2024-07-17
88,9686,222.35,2024-03-27
89,7121,319.35,2024-06-24
90,9304,463.85,2024-04-20
91,8050,217.88,2024-06-11
92,7537,408.34,2024-06-14
93,4901,20.76,2024-05-06
94,7407,40.54,2024-05-08
95,1766,151.09,2024-05-05
96,8670,438.16,2024-02-24
97,7235,337.78,2024-07-16
98,3356,267.2,2024-04-12
99,654,494.37,2024-07-24
100,5039,280.69,2024-06-16
101,6744,476.44,2024-03-04
102,6361,448.19,2024-07-31
103,9562,245.08,2024-05-05
104,4139,28.75,2024-05-12
105,5343,221.41,2024-07-31
106,2973,312.4,2024-08-05
107,9342,339.39,2024-08-31
108,959,483.05,2024-05-01
109,5010,365.45,2024-07-25
110,3132,458.79,2024-06-21
111,93,242.61,2024-01-21
112,7379,431.43,2024-08-31
113,5422,375.0,2024-07-03
114,2040,243.78,2024-02-03
115,9312,100.18,2024-01-29
116,5667,299.97,2024-01-27
117,5672,450.08,2024-02-27
118,4230,387.29,2024-08-03
119,7153,423.87,2024-03-10
120,8381,12.97,2024-02-19
121,6711,114.9,2024-02-17
122,4423,138.62,2024-03-18
123,7602,64.46,2024-09-11
124,7833,498.69,2024-02-06
125,6250,255.62,2024-04-18
126,1617,36.81,2024-09-16
127,533,247.57,2024-08-07
128,4244,105.7,2024-03-30
129,4342,178.42,2024-06-13
130,8311,285.16,2024-01-12
131,4332,422.98,2024-01-23
132,6412,364.61,2024-05-11
133,741,49.83,2024-03-09
134,220,134.59,2024-08-20
135,4846,149.46,2024-09-08
136,2197,270.78,2024-08-24
137,5424,450.52,2024-09-06
138,1612,114.09,2024-02-23
139,6703,118.27,2024-05-18
140,2730,475.94,2024-04-28
141,4496,315.25,2024-03-06
142,7417,199.74,2024-08-05
143,9161,301.39,2024-04-21
144,9357,258.52,2024-03-24
145,1428,36.65,2024-06-09
146,7475,57.45,2024-08-31
147,7515,17.47,2024-08-12
148,3672,435.58,2024-08-15
149,3280,489.22,2024-08-28
150,9125,132.79,2024-05-04
151,1634,185.34,2024-05-03
152,6964,10.79,2024-01-18
153,7248,52.21,2024-05-07
154,2506,93.54,2024-08-15
155,3066,426.48,2024-04-22
156,1335,382.4,2024-04-14
157,5865,492.98,2024-04-25
158,3710,368.47,2024-05-21
159,2275,311.6,2024-02-17
160,7560,352.88,2024-05-12
161,5856,287.96,2024-06-27
162,3235,131.66,2024-05-09
163,3622,247.44,2024-06-26
164,2725,413.6,2024-06-30
165,9728,298.11,2024-06-04
166,4185,182.81,2024-04-06
167,3711,360.44,2024-05-24
168,2151,497.11,2024-04-22
169,1671,276.39,2024-02-06
170,3268,191.93,2024-02-07
171,7245,131.09,2024-05-15
172,1550,63.55,2024-08-19
173,2797,88.44,2024-08-13
174,8929,31.58,2024-04-04
175,5687,140.01,2024-04-03
176,9559,236.78,2024-05-06
177,850,190.62,2024-06-17
178,6671,268.57,2024-08-14
179,2576,169.18,2024-06-27
180,108,272.46,2024-05-31
181,3110,477.81,2024-05-26
182,9930,110.08,2024-08-03
183,5125,121.22,2024-05-27
184,7851,461.55,2024-03-16
185,3836,85.69,2024-07-18
186,4837,267.0,2024-06-11
187,5563,255.55,2024-08-17
188,4942,20.79,2024-03-05
189,7882,35.53,2024-08-18
190,1001,369.74,2024-05-12
191,6186,409.8,2024-07-03
192,2378,317.56,2024-03-26
193,9667,272.31,2024-07-04
194,8497,108.28,2024-06-27
195,441,469.18,2024-07-06
196,6234,331.35,2024-07-22
197,3374,144.98,2024-06-02
198,5545,364.51,2024-01-15
199,8640,196.14,2024-07-30
200,8839,289.12,2024-04-08
201,3074,86.86,2024-08-21
202,2861,332.93,2024-01-23
203,9247,79.75,2024-06-04
204,3391,455.0,2024-05-01
205,6525,243.11,2024-02-23
206,5004,395.71,2024-03-02
207,6897,396.34,2024-06-28
208,556,258.92,2024-01-20
209,7749,373.0,2024-07-01
210,9238,375.0,2024-06-25
211,9422,324.02,2024-05-07
212,3228,80.64,2024-07-08
213,7984,352.07,2024-05-08
214,2142,157.07,2024-08-09
215,5259,453.77,2024-01-31
216,3029,76.28,2024-08-06
217,9005,84.02,2024-02-14
218,2230,46.85,2024-01-09
219,4434,336.7,2024-09-11
220,3414,494.09,2024-06-19
221,7346,400.04,2024-04-12
222,7791,477.19,2024-04-23
223,1706,334.32,2024-03-14
224,4545,380.02,2024-04-26
225,9799,438.68,2024-03-21
226,3240,262.0,2024-06-24
227,1824,85.51,2024-06-04
228,1929,376.16,2024-07-02
229,2649,150.72,2024-04-20
230,7040,278.91,2024-01-05
231,3615,212.2,2024-04-18
232,676,354.7,2024-04-01
233,4198,284.63,2024-07-12
234,8273,284.6,2024-07-20
235,8793,83.6,2024-05-21
236,3784,356.61,2024-05-22
237,8385,300.38,2024-04-13
238,6608,249.14,2024-08-23
239,2794,356.2,2024-04-13
240,5482,347.63,2024-01-28
241,2247,411.61,2024-05-17
242,2814,335.65,2024-03-17
243,2496,462.93,2024-04-10
244,3969,212.54,2024-09-21
245,6310,327.35,2024-04-06
246,5022,27.29,2024-06-12
247,7096,360.52,2024-03-24
248,9209,212.9,2024-01-25
249,7658,395.28,2024-04-09
250,6139,246.72,2024-03-01
251,141,135.83,2024-08-14
252,8824,231.58,2024-07-25
253,5235,241.16,2024-01-23
254,6386,84.06,2024-03-08
255,7770,341.55,2024-02-17
256,5866,263.91,2024-08-14
257,3033,434.65,2024-08-07
258,6563,434.61,2024-02-27
259,6302,97.32,2024-03-03
260,1207,457.98,2024-02-01
261,8617,319.65,2024-07-10
262,2225,481.18,2024-07-18
263,3394,40.82,2024-05-29
264,7579,433.33,2024-03-20
265,4619,401.07,2024-06-30
266,9920,493.9,2024-06-08
267,8381,380.16,2024-06-26
268,5695,30.93,2024-06-09
269,6688,353.93,2024-02-06
270,2186,70.89,2024-05-02
271,9248,396.98,2024-03-25
272,3088,119.26,2024-02-06
273,5010,84.92,2024-03-09
274,7559,177.19,2024-06-18
275,9376,293.77,2024-02-04
276,7702,243.85,2024-08-31
277,1574,227.52,2024-06-29
278,3928,302.43,2024-06-19
279,7666,75.32,2024-08-14
280,7999,431.34,2024-02-02
281,7555,252.69,2024-04-23
282,4581,361.56,2024-06-26
283,229,7.45,2024-08-27
284,5646,361.6,2024-03-08
285,6571,196.99,2024-05-05
286,1038,200.66,2024-02-12
287,5622,221.79,2024-05-29
288,5508,224.67,2024-01-06
289,807,7.06,2024-05-20
290,2196,402.4,2024-05-18
291,1821,45.12,2024-07-14
292,6728,235.68,2024-08-25
293,349,320.5,2024-02-28
294,8193,186.31,2024-06-30
295,6903,288.25,2024-04-29
296,5036,83.51,2024-04-28
297,616,188.95,2024-04-02
298,9679,140.26,2024-03-11
299,5476,46.11,2024-05-18
300,724,199.53,2024-07-07
301,411,193.25,2024-04-05
302,1635,235.01,2024-06-02
303,1171,49.57,2024-09-05
304,7867,98.17,2024-02-10
305,6544,498.07,2024-05-15
306,9673,169.11,2024-01-26
307,2968,30.52,2024-08-15
308,7236,336.81,2024-05-14
309,5071,305.75,2024-06-19
310,5271,456.17,2024-07-07
311,6936,210.83,2024-01-13
312,6838,59.8,2024-04-14
313,3639,64.43,2024-07-26
314,4256,258.22,2024-02-03
315,3627,175.34,2024-01-06
316,654,97.95,2024-02-11
317,8678,186.23,2024-05-29
318,3993,228.98,2024-04-29
319,6321,477.22,2024-03-13
320,8137,293.1,2024-06-12
321,93,480.77,2024-02-14
322,795,345.5,2024-04-08
323,7281,124.24,2024-03-14
324,7588,365.59,2024-08-02
325,7645,309.17,2024-08-28
326,2337,126.26,2024-06-11
327,1157,45.04,2024-02-21
328,2983,75.61,2024-07-28
329,6860,77.66,2024-02-26
330,534,129.01,2024-03-01
331,8460,192.27,2024-04-02
332,7381,274.12,2024-02-22
333,1743,366.71,2024-08-04
334,966,359.09,2024-03-29
335,2957,419.22,2024-05-17
336,1275,334.07,2024-04-05
337,2037,493.62,2024-01-11
338,6517,300.86,2024-04-22
339,9583,193.56,2024-07-10
340,8166,481.37,2024-07-10
341,6817,114.99,2024-07-31
342,6354,478.35,2024-02-01
343,8096,176.6,2024-03-20
344,1553,51.67,2024-09-13
345,743,312.65,2024-05-04
346,2489,201.95,2024-06-27
347,1483,106.91,2024-01-31
348,6408,189.38,2024-01-18
349,6876,432.79,2024-02-04
350,8695,56.54,2024-06-29
351,7149,129.24,2024-07-17
352,2215,432.2,2024-07-20
353,9482,389.07,2024-08-13
354,683,272.74,2024-06-07
355,2970,268.96,2024-09-20
356,1928,45.78,2024-07-23
357,318,481.65,2024-05-23
358,6342,186.88,2024-03-09
359,7641,32.71,2024-05-09
360,4426,293.31,2024-02-04
361,1943,423.44,2024-05-12
362,2263,79.26,2024-05-30
363,13,170.9,2024-09-08
364,3802,23.81,2024-08-20
365,4462,275.63,2024-02-15
366,4961,41.83,2024-01-07
367,6896,54.28,2024-06-26
368,3376,189.33,2024-08-30
369,4447,189.95,2024-02-21
370,2987,270.93,2024-06-13
371,734,388.02,2024-08-06
372,2242,54.15,2024-02-16
373,9456,148.0,2024-05-22
374,4790,149.33,2024-04-27
375,4846,75.54,2024-02-21
376,3447,9.51,2024-08-12
377,4323,84.7,2024-08-21
378,6786,283.25,2024-01-21
379,9713,109.72,2024-07-17
380,8562,54.06,2024-04-25
381,5890,141.8,2024-03-23
382,9686,44.64,2024-01-16
383,6983,146.4,2024-08-13
384,7292,487.0,2024-09-06
385,9896,276.72,2024-09-04
386,1515,498.77,2024-06-08
387,9014,494.56,2024-07-11
388,5688,405.33,2024-04-16
389,4279,268.61,2024-06-11
390,5320,492.25,2024-04-08
391,5532,293.82,2024-08-02
392,8327,78.62,2024-04-17
393,7021,289.5,2024-08-12
394,2331,325.82,2024-04-14
395,8600,266.84,2024-04-13
396,8578,401.35,2024-05-17
397,4541,266.64,2024-08-17
398,8292,172.6,2024-02-25
399,9204,44.93,2024-03-30
400,8388,462.01,2024-09-10
401,9259,321.66,2024-01-22
402,4002,361.67,2024-02-09
403,1761,257.41,2024-03-07
404,6369,277.76,2024-01-15
405,9509,176.24,2024-09-21
406,2785,335.08,2024-04-08
407,8009,169.45,2024-04-21
408,4862,16.09,2024-02-06
409,3776,287.5,2024-04-06
410,1623,339.84,2024-08-16
411,1906,328.44,2024-03-07
412,3017,400.26,2024-05-03
413,7233,267.21,2024-07-10
414,7454,164.91,2024-04-25
415,6303,53.93,2024-07-21
416,1323,494.39,2024-06-24
417,2056,112.39,2024-05-24
418,5310,225.79,2024-08-09
419,2216,22.51,2024-05-21
420,389,194.94,2024-03-08
421,6761,68.42,2024-06-11
422,2763,249.81,2024-01-18
423,5439,428.37,2024-06-23
424,3241,360.65,2024-08-19
425,6203,461.58,2024-06-27
426,1739,249.85,2024-02-27
427,7422,423.87,2024-07-02
428,75,256.68,2024-02-01
429,3423,249.28,2024-06-11
430,1885,249.51,2024-04-17
431,6407,431.15,2024-01-30
432,823,477.4,2024-08-22
433,1805,263.96,2024-04-18
434,8023,369.43,2024-03-10
435,2612,123.66,2024-05-06
436,1152,217.34,2024-02-08
437,6269,365.05,2024-02-06
438,6953,365.39,2024-07-26
439,3365,138.62,2024-06-10
440,8364,260.11,2024-06-23
441,9621,260.57,2024-01-20
442,5106,391.06,2024-05-30
443,2165,179.95,2024-02-10
444,5615,221.34,2024-06-22
445,3421,494.73,2024-04-29
446,9530,322.06,2024-06-14
447,8442,284.86,2024-03-14
448,2072,91.34,2024-03-11
449,9650,473.76,2024-05-03
450,6267,205.14,2024-08-26
451,2713,104.49,2024-09-16
452,4891,51.88,2024-08-05
453,7795,124.88,2024-05-03
454,3907,197.46,2024-04-14
455,3872,16.34,2024-05-01
456,871,108.05,2024-06-08
457,8734,466.68,2024-04-17
458,1489,456.68,2024-03-21
459,1912,351.97,2024-06-12
460,2919,463.49,2024-05-17
461,222,40.36,2024-05-20
462,1524,316.47,2024-01-10
463,2608,285.36,2024-03-31
464,6305,115.29,2024-02-20
465,1396,41.5,2024-08-13
466,8535,95.38,2024-01-27
467,425,454.33,2024-02-27
468,92,292.75,2024-04-09
469,3041,164.42,2024-08-10
470,2549,173.81,2024-06-29
471,5281,383.71,2024-05-13
472,4864,467.98,2024-07-03
473,7107,414.51,2024-01-13
474,2739,469.7,2024-02-03
475,50,76.47,2024-05-11
476,5002,311.37,2024-08-26
477,3522,354.45,2024-04-21
478,460,186.99,2024-02-09
479,6929,473.01,2024-02-02
480,3718,257.36,2024-03-17
481,2940,420.29,2024-01-28
482,4116,281.02,2024-07-30
483,4966,339.97,2024-05-11
484,7449,54.6,2024-09-14
485,8662,71.8,2024-09-06
486,3680,92.09,2024-01-28
487,2948,430.74,2024-01-19
488,2241,367.13,2024-06-30
489,9672,475.82,2024-04-30
490,4915,71.97,2024-04-13
491,6200,354.36,2024-05-25
492,7731,499.89,2024-07-14
493,6736,250.35,2024-07-08
494,9023,284.5,2024-08-24
495,7516,153.06,2024-02-06
496,8487,229.5,2024-05-02
497,4916,408.46,2024-06-19
498,2490,324.49,2024-08-04
499,8305,228.51,2024-01-15
500,1937,85.21,2024-01-31
501,353,298.99,2024-07-18
502,3576,153.61,2024-03-18
503,8680,108.99,2024-07-19
504,4861,368.87,2024-06-15
505,6303,224.61,2024-03-29
506,9147,370.72,2024-07-06
507,7639,118.53,2024-08-28
508,7879,371.84,2024-03-02
509,3411,291.02,2024-04-26
510,2336,240.25,2024-02-07
511,1007,301.05,2024-02-03
512,1766,341.68,2024-06-02
513,7067,392.45,2024-08-30
514,4822,254.79,2024-06-11
515,732,385.54,2024-05-22
516,1203,276.94,2024-04-05
517,7669,318.65,2024-09-10
518,7476,277.06,2024-04-01
519,9046,165.4,2024-09-14
520,9033,63.96,2024-02-12
521,3623,276.37,2024-06-20
522,2635,477.27,2024-05-21
523,6049,313.85,2024-01-02
524,9076,92.19,2024-06-04
525,7268,368.76,2024-09-16
526,5837,316.24,2024-09-07
527,2144,255.85,2024-08-24
528,9973,39.41,2024-06-08
529,9152,391.47,2024-06-24
530,5361,134.42,2024-02-08
531,9778,96.61,2024-01-21
532,4392,288.8,2024-05-22
533,8098,324.9,2024-05-27
534,9695,142.91,2024-07-22
535,8656,416.12,2024-04-11
536,9994,274.62,2024-08-17
537,8905,278.02,2024-01-22
538,4239,374.79,2024-05-18
539,8124,26.99,2024-03-19
540,5691,228.57,2024-06-17
541,5012,115.46,2024-08-28
542,8151,342.67,2024-06-05
543,2385,493.12,2024-05-02
544,6947,189.01,2024-05-31
545,59,229.18,2024-08-10
546,7906,73.47,2024-09-07
547,8414,177.45,2024-06-08
548,1546,233.66,2024-05-23
549,3812,384.04,2024-08-13
550,3618,283.81,2024-02-23
551,7058,135.17,2024-05-09
552,8929,378.75,2024-02-25
553,3639,467.53,2024-08-30
554,7216,54.15,2024-03-09
555,331,179.14,2024-06-30
556,3468,454.29,2024-01-14
557,9891,489.38,2024-07-14
558,4620,480.8,2024-05-25
559,9628,192.22,2024-01-17
560,5137,312.94,2024-02-02
561,4228,172.87,2024-01-07
562,6165,163.92,2024-02-14
563,3332,52.46,2024-05-17
564,9431,420.22,2024-01-02
565,7639,448.3,2024-01-06
566,8761,239.58,2024-08-21
567,5657,373.72,2024-01-25
568,5325,388.69,2024-02-29
569,6519,358.89,2024-04-14
570,3642,239.7,2024-09-07
571,6483,144.2,2024-04-27
572,3325,185.77,2024-03-15
573,2553,402.61,2024-08-26
574,490,34.2,2024-08-13
575,5438,119.41,2024-01-06
576,7658,12.16,2024-08-29
577,655,346.22,2024-04-21
578,5420,275.09,2024-04-03
579,3759,330.54,2024-01-15
580,726,484.84,2024-07-17
581,2462,121.26,2024-03-25
582,5696,212.6,2024-01-08
583,4890,473.13,2024-09-14
584,7657,325.4,2024-01-27
585,6938,118.56,2024-09-07
586,7679,43.69,2024-04-11
587,3459,85.14,2024-04-29
588,6305,251.26,2024-02-06
589,6707,485.02,2024-03-21
590,9052,221.7,2024-06-07
591,1790,238.39,2024-01-21
592,6155,148.37,2024-01-31
593,6041,487.11,2024-03-02
594,7556,410.62,2024-02-05
595,8401,250.63,2024-09-11
596,2909,175.3,2024-07-16
597,5623,75.61,2024-06-09
598,3333,374.42,2024-08-24
599,5573,186.57,2024-05-27
600,893,148.73,2024-02-07
601,4721,145.95,2024-08-21
602,3974,196.37,2024-02-01
603,2471,54.1,2024-03-20
604,3041,137.22,2024-01-08
605,8289,59.33,2024-05-21
606,717,176.41,2024-05-02
607,1581,8.57,2024-08-29
608,4075,142.78,2024-02-26
609,8659,114.43,2024-02-03
610,4625,134.46,2024-03-14
611,9253,90.06,2024-09-17
612,3629,75.92,2024-03-14
613,2695,437.89,2024-06-19
614,8432,314.89,2024-07-20
615,6586,195.8,2024-09-07
616,3263,284.33,2024-02-13
617,7091,23.96,2024-02-29
618,9986,368.16,2024-04-24
619,7973,134.93,2024-09-03
620,2810,12.2,2024-01-31
621,3840,399.96,2024-02-05
622,9682,360.87,2024-09-05
623,7360,302.52,2024-07-02
624,8934,446.47,2024-07-15
625,3747,130.43,2024-07-20
626,2721,493.85,2024-05-01
627,6953,268.25,2024-01-16
628,62,126.68,2024-05-14
629,8267,201.62,2024-04-22
630,234,363.29,2024-04-15
631,729,185.85,2024-01-16
632,5538,443.28,2024-01-13
633,5315,132.69,2024-09-22
634,9070,76.13,2024-06-19
635,8865,370.36,2024-08-23
636,2638,67.01,2024-03-07
637,9491,238.01,2024-04-10
638,9403,311.54,2024-02-18
639,7477,176.45,2024-02-18
640,117,311.2,2024-04-19
641,6584,64.36,2024-02-23
642,7002,148.37,2024-02-18
643,2128,389.04,2024-08-12
644,9249,153.43,2024-05-28
645,238,321.78,2024-05-12
646,725,209.52,2024-09-02
647,410,47.76,2024-08-07
648,7759,191.41,2024-01-11
649,7817,115.57,2024-07-15
650,1342,412.84,2024-07-18
651,1203,9.84,2024-04-01
652,2389,420.06,2024-01-07
653,8696,298.12,2024-05-30
654,4679,37.16,2024-09-05
655,884,331.93,2024-08-03
656,365,475.13,2024-07-26
657,1174,213.67,2024-05-11
658,8021,185.64,2024-04-25
659,7585,290.68,2024-08-04
660,7753,98.03,2024-01-10
661,9694,390.78,2024-08-05
662,7473,461.92,2024-03-20
663,4723,486.88,2024-03-21
664,1775,404.26,2024-01-02
665,8651,28.17,2024-08-28
666,3511,57.2,2024-08-28
667,8008,474.84,2024-04-08
668,3815,309.28,2024-06-14
669,7342,256.13,2024-07-23
670,8592,99.88,2024-06-14
671,386,115.43,2024-03-21
672,9244,483.15,2024-09-11
673,6279,102.18,2024-08-15
674,3555,441.24,2024-06-05
675,4936,25.3,2024-06-05
676,9503,198.98,2024-05-20
677,9095,330.2,2024-01-20
678,831,367.15,2024-01-25
679,8055,301.98,2024-03-16
680,462,140.21,2024-07-09
681,2945,11.38,2024-05-17
682,539,310.53,2024-06-13
683,1325,60.55,2024-05-18
684,9559,408.95,2024-01-29
685,5871,61.73,2024-04-30
686,2288,418.64,2024-09-21
687,8972,262.91,2024-08-22
688,9634,293.94,2024-01-20
689,2887,401.56,2024-02-06
690,5774,201.78,2024-07-01
691,4255,346.75,2024-08-31
692,1294,45.03,2024-09-04
693,6818,191.62,2024-05-26
694,8599,196.44,2024-07-29
695,8755,421.3,2024-02-06
696,7249,428.23,2024-09-02
697,6864,339.95,2024-08-06
698,4458,226.21,2024-03-04
699,1926,324.62,2024-03-21
700,9933,463.51,2024-07-10
701,8642,72.75,2024-01-18
702,1853,299.83,2024-07-11
703,1697,314.67,2024-05-13
704,3801,108.73,2024-04-02
705,6522,333.97,2024-07-01
706,3629,485.12,2024-04-16
707,8623,100.11,2024-08-21
708,2639,413.81,2024-09-09
709,2043,84.83,2024-07-16
710,7677,328.76,2024-09-01
711,137,136.51,2024-09-19
712,5959,321.11,2024-09-10
713,1462,297.57,2024-01-22
714,1849,319.51,2024-06-28
715,8511,429.78,2024-08-01
716,3813,229.94,2024-03-17
717,3963,193.87,2024-04-27
718,8168,83.51,2024-03-25
719,6493,472.37,2024-04-24
720,491,32.99,2024-06-01
721,1206,109.99,2024-01-10
722,7818,488.66,2024-03-17
723,901,163.71,2024-02-11
724,5315,121.1,2024-05-15
725,3849,111.7,2024-01-05
726,3641,169.85,2024-04-17
727,5953,84.89,2024-02-07
728,145,254.3,2024-05-22
729,3909,94.56,2024-01-21
730,6426,297.88,2024-03-07
731,3538,416.01,2024-09-09
732,1817,196.54,2024-02-02
733,1758,9.6,2024-03-05
734,8938,410.46,2024-07-12
735,666,257.84,2024-04-10
736,8357,263.8,2024-06-05
737,4138,183.35,2024-05-19
738,4846,33.35,2024-08-01
739,8378,320.42,2024-07-17
740,6489,170.92,2024-08-10
741,4935,139.9,2024-05-13
742,8649,14.47,2024-03-13
743,1995,481.31,2024-02-17
744,909,416.72,2024-06-27
745,2696,11.32,2024-01-14
746,8125,140.0,2024-02-05
747,5105,193.44,2024-05-02
748,9502,84.75,2024-09-15
749,7737,61.86,2024-02-08
750,4979,368.05,2024-01-30
751,2726,458.98,2024-08-30
752,3461,257.23,2024-07-29
753,701,362.0,2024-04-06
754,6259,389.05,2024-04-29
755,5570,313.74,2024-01-20
756,3630,324.76,2024-05-14
757,5001,115.64,2024-03-03
758,7170,201.39,2024-07-02
759,8434,440.15,2024-02-18
760,2500,353.63,2024-02-26
761,8144,26.01,2024-04-01
762,1907,234.42,2024-06-16
763,4045,180.34,2024-04-08
764,1023,440.52,2024-01-26
765,5882,428.72,2024-08-31
766,6759,269.16,2024-04-21
767,5257,28.03,2024-08-02
768,6480,164.81,2024-02-25
769,8014,191.51,2024-01-26
770,5015,386.42,2024-04-13
771,1500,351.84,2024-05-18
772,2964,416.87,2024-05-12
773,7740,205.92,2024-08-01
774,2653,46.13,2024-01-04
775,3536,248.36,2024-04-05
776,7648,274.18,2024-07-21
777,7877,355.02,2024-08-25
778,7448,474.08,2024-07-11
779,9157,374.27,2024-06-24
780,4650,482.05,2024-05-15
781,4597,167.28,2024-08-24
782,1755,491.84,2024-08-28
783,8489,350.29,2024-06-26
784,6085,44.11,2024-07-07
785,1950,305.49,2024-07-09
786,8194,149.92,2024-03-18
787,8226,349.12,2024-04-27
788,9842,296.68,2024-06-17
789,9163,77.21,2024-03-16
790,3536,149.48,2024-06-07
791,7297,70.34,2024-09-09
792,570,163.33,2024-06-19
793,1777,39.02,2024-07-28
794,9779,365.54,2024-09-09
795,2919,250.75,2024-07-05
796,7349,360.04,2024-01-06
797,5059,160.54,2024-05-27
798,3654,331.63,2024-06-27
799,1688,438.27,2024-01-12
800,8701,485.78,2024-02-03
801,2166,411.79,2024-01-07
802,7582,470.45,2024-06-15
803,8101,178.89,2024-02-03
804,2997,481.65,2024-01-31
805,3439,446.66,2024-01-31
806,3009,489.94,2024-08-25
807,3245,397.7,2024-06-30
808,9125,262.18,2024-06-08
809,4504,77.84,2024-01-07
810,3305,406.74,2024-03-11
811,7010,49.37,2024-02-02
812,3556,296.07,2024-04-24
813,4424,209.08,2024-05-06
814,570,359.68,2024-06-12
815,867,382.76,2024-03-30
816,1058,285.3,2024-09-02
817,422,446.69,2024-05-04
818,2847,140.78,2024-07-09
819,5028,185.77,2024-05-30
820,2748,235.35,2024-07-24
821,9170,175.97,2024-04-23
822,635,394.09,2024-02-19
823,3735,287.07,2024-09-08
824,1967,244.87,2024-05-11
825,9858,419.52,2024-06-15
826,4975,361.44,2024-03-22
827,10000,126.18,2024-09-22
828,2498,333.4,2024-04-07
829,1415,409.54,2024-09-06
830,7517,63.27,2024-05-02
831,6467,112.64,2024-01-22
832,7378,395.91,2024-02-13
833,3075,24.29,2024-07-18
834,553,86.45,2024-08-28
835,2489,328.61,2024-08-14
836,7491,320.38,2024-09-11
837,3818,406.97,2024-09-20
838,2787,231.37,2024-06-10
839,5355,475.77,2024-01-10
840,5734,62.24,2024-04-03
841,8563,369.93,2024-07-07
842,4564,492.07,2024-08-11
843,4525,11.58,2024-04-09
844,7225,191.32,2024-03-10
845,253,54.56,2024-07-01
846,1623,222.07,2024-01-18
847,6050,22.72,2024-06-22
848,401,39.88,2024-03-26
849,1421,118.87,2024-04-25
850,5391,244.32,2024-04-26
851,6864,471.51,2024-01-28
852,5377,321.32,2024-09-07
853,6370,32.23,2024-05-30
854,2338,386.2,2024-05-11
855,4685,276.63,2024-01-12
856,528,267.59,2024-08-04
857,3935,211.26,2024-06-24
858,8206,101.8,2024-07-28
859,2776,416.26,2024-06-20
860,6822,438.07,2024-03-21
861,7207,335.69,2024-05-16
862,2760,149.54,2024-03-06
863,2212,206.47,2024-07-23
864,9018,481.1,2024-04-12
865,4175,91.44,2024-02-15
866,41,7.2,2024-03-29
867,3191,443.13,2024-02-19
868,4378,293.74,2024-06-22
869,2872,383.01,2024-08-02
870,8146,176.3,2024-09-08
871,4155,216.22,2024-01-02
872,9880,319.61,2024-05-04
873,7141,432.56,2024-02-11
874,5312,131.13,2024-04-12
875,5252,287.05,2024-03-13
876,5218,280.96,2024-01-22
877,5252,429.73,2024-05-26
